,id,chain,offer,market,repeattrips,repeater,PCT,PQT,PCY,PBD,Purchase_amount,Purchase_quantity,cluster_num
75,49914843,3,0.75,2,0,0,30.117,8.647,30.826,29.113,2620.19,303.0,3
76,50380832,15,0.75,9,0,0,23.505,2.436,23.032,20.427,3431.79,1409.0,1
77,50411403,18,0.75,11,1,1,8.905,3.219,9.213,7.936,801.49,249.0,4
78,50622160,18,0.75,11,0,0,12.67,3.294,15.717,12.417,1241.66,377.0,1
79,50808053,3,0.75,2,0,0,7.512,3.152,10.255,8.731,646.06,205.0,1
80,50865818,15,0.75,9,0,0,23.262,3.731,22.384,17.884,7118.03,1908.0,3
81,50869828,17,0.75,4,0,0,26.26,3.226,25.9,24.555,5672.09,1758.0,3
82,51099044,4,0.75,1,0,0,18.966,3.525,20.579,17.0,5082.97,1442.0,1
83,51122746,14,0.75,8,0,0,14.999,3.521,14.667,12.825,2654.77,754.0,0
84,51150009,4,0.75,1,0,0,13.679,3.148,14.404,12.427,1901.36,604.0,2
85,51441524,4,0.75,1,0,0,23.331,3.162,23.854,20.622,3196.38,1011.0,1
86,51531106,15,0.75,9,0,0,43.93,3.912,40.964,34.619,12739.76,3257.0,1
87,52503923,15,1.5,9,0,0,21.235,4.768,21.235,18.201,3185.23,668.0,4
88,52566892,17,1.25,4,0,0,18.812,3.595,19.393,17.952,3141.61,874.0,0
89,52598384,88,0.75,14,1,1,22.097,2.614,26.37,22.729,4772.99,1826.0,3
90,52732914,18,0.75,11,0,0,20.763,4.044,19.73,17.252,3571.2,883.0,4
91,52933935,18,0.75,11,0,0,11.167,2.775,13.109,11.747,904.52,326.0,2
92,53002206,14,0.75,8,0,0,17.06,4.289,18.176,15.559,3889.7,907.0,0
93,53024321,18,0.75,11,3,1,21.248,3.196,24.156,20.308,2294.81,718.0,2
94,53042409,15,0.75,9,0,0,34.385,4.205,30.087,23.249,8183.68,1946.0,1
95,53066499,4,0.75,1,1,1,37.83,5.999,35.703,30.868,8890.05,1482.0,3
96,53078911,95,1.25,39,0,0,16.148,3.028,16.851,13.841,2325.37,768.0,3
97,53250970,15,1.0,9,1,1,26.354,3.29,25.192,25.192,5139.09,1562.0,0
98,53391520,4,0.75,1,0,0,12.041,3.326,13.913,11.252,2059.09,619.0,0
99,53421384,4,0.75,1,0,0,16.942,3.863,20.203,15.648,4303.2,1114.0,1
100,53994426,20,0.75,7,0,0,23.027,3.157,23.858,20.389,4628.37,1466.0,2
101,54108377,88,0.75,14,0,0,10.95,3.163,11.388,11.388,284.71,90.0,2
102,54196583,17,1.25,4,0,0,12.38,2.726,13.429,11.945,2376.96,872.0,3
103,54625209,4,2.0,1,0,0,23.266,2.835,21.709,19.978,5514.0,1945.0,1
104,54825809,95,0.75,39,0,0,6.573,2.394,7.394,6.37,414.08,173.0,1
105,55253605,15,0.75,9,0,0,35.741,3.966,32.026,25.975,8935.36,2253.0,1
106,55431649,17,0.75,4,0,0,11.161,2.916,13.489,10.47,2198.76,754.0,4
107,55488429,4,0.75,1,0,0,20.148,2.529,18.703,16.706,4694.52,1856.0,0
108,55882738,4,2.0,1,1,1,31.751,4.244,35.385,30.123,5873.95,1384.0,1
109,56118474,15,1.5,9,0,0,9.811,3.081,9.576,8.787,1599.19,519.0,2
110,56554319,14,0.75,8,1,1,10.57,3.028,11.577,10.771,1701.78,562.0,1
111,56912376,18,0.75,11,0,0,20.349,3.004,22.892,16.976,6043.6,2012.0,0
112,56939637,4,1.25,1,0,0,10.203,2.836,9.773,9.432,1622.25,572.0,1
113,57086094,15,1.5,9,0,0,16.383,3.904,15.69,14.221,3342.05,856.0,1
114,57132131,15,2.0,9,0,0,61.363,4.118,59.952,45.355,20863.29,5066.0,2
115,57337945,88,0.75,14,0,0,17.861,2.772,15.241,13.139,3429.22,1237.0,1
116,57414874,18,0.75,11,0,0,11.362,3.404,12.243,10.817,1579.33,464.0,1
117,57465732,14,0.75,8,0,0,21.825,3.017,25.567,22.483,4474.16,1483.0,2
118,57530684,18,0.75,11,0,0,10.254,3.117,14.11,10.847,1876.57,602.0,3
119,57608943,15,0.75,9,0,0,7.892,2.058,10.557,8.295,812.91,395.0,1
120,57674291,15,0.75,9,0,0,9.433,2.816,10.874,10.301,782.91,278.0,1
121,57719559,15,0.75,9,1,1,44.865,3.542,46.633,36.27,9466.52,2673.0,0
122,57850102,17,0.75,4,1,1,17.383,2.76,19.399,15.124,2677.02,970.0,1
123,57973513,4,0.75,1,0,0,27.369,3.778,30.119,23.754,6294.84,1666.0,3
124,58099874,88,0.75,14,1,1,23.716,2.713,24.095,23.258,6023.85,2220.0,1
125,58121773,15,0.75,9,0,0,6.312,1.293,7.665,6.707,214.62,166.0,4
126,58125841,15,0.75,9,0,0,9.111,3.134,10.277,9.402,883.8,282.0,3
127,58487625,88,0.75,14,0,0,10.284,2.754,12.694,10.76,1624.83,590.0,1
128,58520187,4,0.75,1,1,1,18.3,3.095,17.809,16.622,3989.31,1289.0,0
129,58544414,15,1.25,9,0,0,20.272,3.217,21.029,17.722,5635.75,1752.0,1
130,58574978,20,0.75,7,0,0,7.99,2.552,8.415,8.239,790.99,310.0,1
131,59065372,20,0.75,7,0,0,18.663,3.118,18.409,14.318,5412.13,1736.0,0
132,59067761,95,1.5,39,0,0,12.621,3.464,12.69,11.39,2334.91,674.0,1
133,59192576,88,0.75,14,0,0,25.239,4.856,23.189,21.323,3710.19,764.0,0
134,59474603,15,0.75,9,0,0,15.489,3.548,16.916,14.834,3856.78,1087.0,0
135,59585609,18,0.75,11,0,0,15.052,3.646,16.914,13.559,3281.38,900.0,3
136,59816528,14,1.0,8,3,1,34.401,4.644,29.561,22.49,9873.23,2126.0,0
137,60332240,15,0.75,9,0,0,30.148,4.126,29.615,24.881,6692.95,1622.0,3
138,60456293,18,0.75,11,0,0,28.251,3.105,29.621,23.109,9774.98,3148.0,0
139,60619909,15,0.75,9,0,0,20.913,4.551,17.477,16.327,3722.56,818.0,0
140,60766698,4,0.75,1,1,1,26.312,3.809,31.627,26.992,3131.08,822.0,1
141,60788872,14,0.75,8,0,0,26.955,3.694,29.236,24.055,7601.3,2058.0,2
142,61031248,95,0.75,39,0,0,30.72,3.637,28.864,23.246,9554.07,2627.0,3
143,61274786,4,1.25,1,0,0,39.411,2.808,33.992,31.621,5438.74,1937.0,0
144,61819046,15,0.75,9,0,0,11.737,2.663,15.617,12.285,1842.75,692.0,1
145,62231359,88,2.0,14,0,0,18.353,2.795,21.517,17.829,2496.02,893.0,3
146,62396175,3,0.75,2,0,0,13.579,2.885,15.682,13.662,2226.89,772.0,1
147,62400998,20,2.0,7,1,1,27.525,2.876,27.024,25.538,7431.62,2584.0,0
148,62471255,14,2.0,8,1,1,25.424,5.019,21.925,18.674,5415.41,1079.0,3
149,62518933,18,0.75,11,0,0,26.616,3.516,27.392,21.071,6574.19,1870.0,4
150,62707639,18,1.25,11,0,0,29.23,2.648,28.429,22.315,8301.24,3135.0,4
151,62803931,4,0.75,1,0,0,32.041,1.675,34.432,34.691,4613.84,2755.0,1
152,63097103,20,1.5,7,0,0,10.959,3.972,13.428,11.216,953.4,240.0,1
153,63340358,95,0.75,39,0,0,17.613,3.072,22.142,19.018,3099.86,1009.0,3
154,63422872,4,0.75,1,0,0,26.137,3.164,22.49,20.289,2901.26,917.0,2
155,63883643,18,0.75,11,0,0,38.172,6.867,34.942,29.306,9084.96,1323.0,3
156,63904880,3,3.0,2,0,0,34.97,3.703,26.041,23.093,2447.89,661.0,1
157,63949570,15,0.75,9,0,0,24.183,3.576,23.83,21.479,3264.75,913.0,4
158,64086470,17,0.75,4,0,0,6.732,1.968,8.433,7.153,801.09,407.0,3
159,64160330,17,3.0,4,0,0,36.406,4.281,33.454,29.384,9902.33,2313.0,1
160,64288458,4,0.75,1,0,0,12.143,3.312,11.84,10.887,947.19,286.0,0
161,64324753,17,0.75,4,0,0,24.978,2.863,24.121,19.38,5620.12,1963.0,4
162,64585626,18,3.0,11,0,0,22.253,3.022,25.005,20.221,4650.86,1539.0,3
163,64778099,15,1.25,9,0,0,14.596,4.563,15.153,12.974,1985.02,435.0,1
164,65519775,17,2.0,4,0,0,19.016,3.511,21.854,19.016,2928.4,834.0,2
165,65550743,18,0.75,11,0,0,21.002,4.755,25.423,19.068,5796.53,1219.0,1
166,65594165,95,0.75,39,1,1,24.554,2.441,25.692,20.475,6654.24,2726.0,3
167,65599099,4,0.75,1,0,0,22.87,3.618,24.605,20.987,3567.71,986.0,2
168,65923948,15,0.75,9,1,1,23.545,2.587,21.099,18.392,4873.76,1884.0,3
169,66507967,88,0.75,14,0,0,11.336,1.98,11.031,9.693,3276.14,1655.0,2
170,66986222,4,0.75,1,0,0,20.413,3.926,19.969,17.332,3674.28,936.0,2
171,67209680,15,0.75,9,0,0,16.406,4.266,19.07,15.824,2231.22,523.0,1
172,67274959,20,1.5,7,0,0,22.187,3.689,22.187,19.117,4836.66,1311.0,4
173,67317718,15,0.75,9,0,0,18.147,3.109,20.143,17.826,2014.33,648.0,1
174,67574740,95,0.75,39,0,0,8.528,2.869,10.75,8.296,1526.49,532.0,3
175,67619205,4,0.75,1,0,0,24.796,2.445,25.768,23.056,5256.69,2150.0,1
176,67660532,15,1.25,9,0,0,10.856,3.538,12.277,10.16,2062.57,583.0,1
177,67852785,15,1.0,9,0,0,26.675,4.939,26.32,23.783,5921.94,1199.0,4
178,67957375,14,1.0,8,0,0,62.488,10.01,52.073,45.746,14684.61,1467.0,3
179,68076539,4,2.0,1,0,0,32.07,3.246,33.806,27.623,9364.31,2885.0,1
180,68405887,95,0.75,39,0,0,14.723,3.075,12.74,10.536,4446.23,1446.0,1
181,68451850,4,1.0,1,0,0,17.071,3.391,17.898,13.543,4062.89,1198.0,3
182,68468663,14,1.0,8,0,0,28.06,4.255,26.495,22.242,6650.23,1563.0,2
183,68553518,17,0.75,4,0,0,11.391,3.602,12.396,12.216,842.9,234.0,1
184,68553874,17,1.0,4,0,0,13.095,3.746,14.615,12.889,1636.86,437.0,3
185,68619204,15,3.0,9,0,0,31.176,3.404,30.351,26.074,5736.35,1685.0,1
186,68734411,15,0.75,9,0,0,20.475,3.375,22.285,19.968,4033.61,1195.0,4
187,68886117,18,1.5,11,0,0,19.882,3.09,23.15,19.425,1689.97,547.0,3
188,68903050,20,0.75,7,1,1,22.721,3.632,23.511,18.908,5407.64,1489.0,1
189,69233695,20,0.75,7,0,0,13.44,3.571,17.449,13.261,1989.18,557.0,4
190,69355551,4,0.75,1,0,0,21.156,3.996,18.854,16.303,5542.98,1387.0,0
191,69727908,88,1.0,14,0,0,14.055,3.011,14.638,11.809,3176.5,1055.0,3
192,69802491,88,0.75,14,0,0,16.731,3.489,19.965,13.576,2375.79,681.0,1
193,69900479,88,0.75,14,0,0,16.182,3.731,15.223,13.526,4369.05,1171.0,1
194,70163937,17,0.75,4,1,1,19.291,3.577,25.185,18.889,3626.68,1014.0,3
195,70217582,15,1.5,9,0,0,6.272,2.684,7.738,6.929,595.86,222.0,1
196,70302821,20,0.75,7,0,0,18.951,2.984,22.937,17.162,4908.43,1645.0,0
197,70312933,4,0.75,1,0,0,26.775,3.383,28.192,24.442,5328.3,1575.0,3
198,70401965,88,0.75,14,0,0,29.898,3.54,31.71,26.425,5232.15,1478.0,1
199,70623585,15,0.75,9,1,1,33.548,2.579,32.863,28.962,8051.54,3122.0,1
200,70692138,95,0.75,39,0,0,13.895,3.143,14.175,12.801,2112.09,672.0,2
201,71322589,88,0.75,14,0,0,27.825,3.888,25.229,24.409,6761.41,1739.0,3
202,71378695,4,0.75,1,0,0,13.843,2.462,12.411,11.917,3599.08,1462.0,1
203,71719354,88,2.0,14,0,0,14.783,3.565,17.154,15.951,1818.36,510.0,1
204,72013530,17,0.75,4,0,0,10.375,2.964,10.596,8.893,498.0,168.0,0
205,72251692,15,1.5,9,0,0,20.138,3.316,18.198,17.933,2456.79,741.0,3
206,72495512,17,0.75,4,0,0,10.602,3.308,12.807,10.105,1293.48,391.0,3
207,72587201,15,0.75,9,0,0,30.354,3.134,32.18,24.811,8559.87,2731.0,0
208,72600846,15,2.0,9,0,0,27.998,3.482,24.499,21.65,7447.58,2139.0,2
209,72954514,17,0.75,4,0,0,8.597,4.398,8.344,7.369,567.39,129.0,1
210,73121994,4,0.75,1,0,0,13.594,3.386,12.854,11.736,1889.52,558.0,1
211,73222886,18,0.75,11,0,0,17.13,4.408,16.426,14.804,1199.09,272.0,1
212,73238650,17,0.75,4,0,0,30.209,3.838,29.406,23.666,8851.22,2306.0,1
213,73325479,95,0.75,39,0,0,6.047,2.045,5.975,5.336,997.83,488.0,1
214,73327812,88,0.75,14,0,0,14.315,3.422,14.013,12.327,2662.55,778.0,0
215,73410200,15,0.75,9,0,0,12.1,4.862,11.07,9.817,520.28,107.0,2
216,73552673,15,1.0,9,0,0,31.027,2.996,32.32,27.827,6205.43,2071.0,1
217,73606559,15,1.0,9,1,1,16.336,3.763,16.729,13.481,2777.05,738.0,1
218,73719666,3,2.0,2,0,0,26.016,3.302,25.068,23.104,6191.82,1875.0,1
219,73891863,88,2.0,14,0,0,19.922,2.161,17.749,15.703,5857.19,2710.0,2
220,74059460,4,0.75,1,0,0,21.855,3.126,21.088,20.725,2404.07,769.0,3
221,74332465,20,0.75,7,0,0,14.671,2.844,15.071,14.353,3315.62,1166.0,3
222,74469519,15,0.75,9,1,1,22.124,3.274,21.874,16.437,5818.55,1777.0,1
223,75006613,4,0.75,1,0,0,13.866,1.891,13.419,12.145,1663.92,880.0,1
224,75032259,15,1.0,9,0,0,37.387,4.673,36.051,37.387,1009.44,216.0,3
225,75051515,4,0.75,1,0,0,14.45,3.091,13.937,14.45,2355.29,762.0,2
226,75088826,4,1.0,1,0,0,28.635,3.228,28.286,23.668,4638.9,1437.0,3
227,75144651,4,2.0,1,1,1,14.803,2.877,15.852,13.713,2235.19,777.0,3
228,75251925,14,0.75,8,0,0,7.464,3.769,8.566,7.852,753.84,200.0,3
229,75547491,3,0.75,2,0,0,16.852,3.312,18.227,15.488,2679.43,809.0,3
230,75562862,4,2.0,1,1,1,14.152,3.502,14.761,13.074,1372.76,392.0,1
231,75682991,4,2.0,1,0,0,19.53,3.838,20.392,17.119,4159.99,1084.0,3
232,75697857,4,0.75,1,1,1,13.474,2.894,14.044,11.731,1994.21,689.0,0
233,75902494,4,0.75,1,0,0,27.33,3.469,24.532,26.272,4072.23,1174.0,0
234,76029192,95,0.75,39,3,1,27.965,3.247,28.553,24.984,6795.52,2093.0,1
235,76053542,4,0.75,1,0,0,4.647,2.825,6.663,5.986,353.16,125.0,1
236,76212982,15,0.75,9,1,1,35.958,3.344,39.491,29.775,11254.92,3366.0,1
237,76810402,20,0.75,7,5,1,10.525,3.465,11.366,9.884,1136.65,328.0,2
238,76957383,17,1.0,4,0,0,27.318,3.147,32.133,23.695,8932.96,2839.0,1
239,77057322,15,0.75,9,0,0,31.201,4.452,24.337,21.729,3650.48,820.0,1
240,77202444,14,0.75,8,0,0,17.53,3.128,19.52,16.885,2752.25,880.0,1
241,77225308,15,1.5,9,1,1,14.483,4.091,11.155,10.262,1795.88,439.0,4
242,77250071,18,0.75,11,0,0,9.675,2.862,9.344,8.346,1093.3,382.0,1
243,77270297,17,3.0,4,1,1,22.017,3.406,23.841,20.769,4029.11,1183.0,3
244,77478019,4,0.75,1,1,1,9.968,2.583,12.259,10.121,1973.62,764.0,4
245,77660546,14,0.75,8,0,0,34.185,3.463,32.829,27.001,7452.26,2152.0,1
246,77706058,4,0.75,1,1,1,20.215,3.634,14.591,14.536,3881.19,1068.0,0
247,77734788,4,0.75,1,1,1,18.339,3.211,18.339,16.981,2292.4,714.0,1
248,77760889,14,1.0,8,0,0,37.589,3.694,39.849,32.41,7292.32,1974.0,3
249,77801039,4,0.75,1,0,0,22.449,2.762,25.457,18.922,4938.72,1788.0,3
250,77989055,88,0.75,14,0,0,21.509,3.466,20.658,16.36,7313.03,2110.0,1
251,77998305,18,0.75,11,1,1,35.309,3.841,36.462,30.18,8933.14,2326.0,2
252,78011710,20,0.75,7,0,0,24.78,3.094,24.555,20.233,5402.13,1746.0,3
253,78038363,18,0.75,11,0,0,28.692,5.845,26.193,21.539,7517.27,1286.0,1
254,78093985,20,0.75,7,0,0,21.635,3.432,27.297,18.966,2920.76,851.0,1
255,78493420,4,0.75,1,0,0,29.17,2.873,30.101,25.723,5659.01,1970.0,3
256,78533743,88,0.75,14,0,0,15.747,3.918,16.47,13.564,3228.13,824.0,0
257,78584042,15,1.5,9,0,0,30.402,2.974,27.507,23.997,8086.93,2719.0,4
258,78682016,15,0.75,9,0,0,16.517,2.912,20.792,15.64,3534.62,1214.0,4
259,78774376,15,0.75,9,0,0,30.028,3.744,23.083,18.542,10179.52,2719.0,1
260,78811334,15,1.0,9,0,0,27.628,3.247,25.685,21.476,10222.52,3148.0,4
261,78828559,17,0.75,4,0,0,6.632,2.524,7.849,6.581,855.5,339.0,0
262,78851124,18,0.75,11,1,1,18.297,2.231,21.777,15.61,4464.37,2001.0,1
263,79022865,15,0.75,9,0,0,19.324,3.777,21.409,17.372,5159.62,1366.0,3
264,79082239,15,0.75,9,0,0,12.771,4.092,13.003,10.918,2860.61,699.0,1
265,79296732,15,0.75,9,0,0,21.142,2.627,23.339,19.748,1797.09,684.0,3
266,79842864,18,0.75,11,0,0,21.968,2.428,25.734,19.581,4503.52,1855.0,0
267,79920713,17,0.75,4,0,0,11.492,3.46,13.933,11.327,1574.47,455.0,2
268,80065065,18,1.25,11,0,0,26.567,3.71,31.291,26.567,2816.15,759.0,4
269,80066853,18,1.5,11,0,0,14.276,3.013,15.574,15.374,1199.18,398.0,0
270,80270619,17,0.75,4,0,0,26.098,2.797,27.555,24.181,5924.35,2118.0,3
271,80503859,18,0.75,11,0,0,18.497,3.428,20.087,17.611,2571.15,750.0,0
272,80511118,15,0.75,9,0,0,12.299,3.364,14.411,11.775,1931.02,574.0,1
273,80786289,15,0.75,9,0,0,29.207,3.081,31.054,27.568,5403.33,1754.0,0
274,80812040,4,2.0,1,1,1,15.992,2.377,19.049,18.244,1295.35,545.0,1
275,81127950,4,0.75,1,0,0,17.569,3.091,17.496,13.985,4181.45,1353.0,3
276,81280152,20,3.0,7,1,1,12.909,2.795,12.8,13.019,1523.25,545.0,1
277,82599973,15,1.5,9,0,0,11.901,2.876,12.214,10.694,2320.61,807.0,1
278,82616656,15,0.75,9,0,0,21.198,3.817,17.095,15.019,3709.64,972.0,1
279,82691007,15,0.75,9,0,0,23.258,2.679,22.626,18.356,7489.21,2796.0,1
280,82704044,15,0.75,9,0,0,6.878,3.199,7.239,6.55,137.55,43.0,0
281,82765230,4,0.75,1,0,0,14.6,2.479,15.364,12.077,2934.6,1184.0,3
282,82779026,95,0.75,39,0,0,16.264,2.65,18.993,16.453,2829.97,1068.0,2
283,83346475,4,0.75,1,0,0,17.489,4.841,18.645,15.559,2256.07,466.0,4
284,83756976,95,0.75,39,0,0,20.114,4.931,21.231,18.642,2292.94,465.0,3
285,83868868,95,0.75,39,0,0,38.74,3.181,41.924,30.122,15302.17,4811.0,3
286,83961677,15,1.0,9,0,0,23.155,3.03,22.311,19.924,4283.73,1414.0,3
287,84214407,18,0.75,11,0,0,16.241,2.864,18.285,14.857,2614.79,913.0,3
288,84290725,15,0.75,9,0,0,9.845,2.131,12.407,12.407,905.72,425.0,3
289,84546911,14,0.75,8,0,0,13.119,2.854,14.67,11.916,2728.71,956.0,1
290,84622907,15,0.75,9,0,0,11.902,4.585,14.529,12.161,1118.77,244.0,3
291,84736190,17,0.75,4,0,0,21.001,2.752,24.878,18.969,6468.35,2350.0,1
292,85167394,18,0.75,11,0,0,30.665,4.386,42.895,32.548,7420.84,1692.0,1
293,85287702,15,0.75,9,0,0,8.448,2.662,8.337,7.92,633.63,238.0,3
294,85393359,95,0.75,39,0,0,9.14,2.927,11.245,9.711,1709.2,584.0,2
295,85667880,17,0.75,4,0,0,4.88,3.187,6.124,5.783,312.3,98.0,0
296,85811085,17,1.25,4,0,0,27.056,3.174,29.182,20.844,4085.43,1287.0,0
297,86467278,4,1.25,1,0,0,14.567,3.887,16.253,14.251,1966.6,506.0,1
298,86528154,88,1.25,14,0,0,21.912,3.337,22.656,20.352,6003.82,1799.0,3
299,86954719,18,0.75,11,0,0,20.62,3.331,21.72,17.611,3257.96,978.0,3
300,86990589,17,2.0,4,0,0,17.907,2.14,17.421,16.109,3850.04,1799.0,4
301,86991152,15,0.75,9,0,0,18.568,2.121,20.144,19.324,3323.74,1567.0,3
302,86995220,17,0.75,4,0,0,9.349,1.727,8.661,9.203,588.98,341.0,3
303,87011416,88,1.0,14,0,0,26.024,3.724,22.771,21.362,6558.11,1761.0,0
304,87030734,88,2.0,14,0,0,25.218,3.677,28.851,22.546,3404.44,926.0,3
